comment,replies,date,user_name
Crack,[],2022-07-25T14:09:41Z,@mark1321
R.i.p holyfields 👂 ha,[],2022-07-25T14:09:02Z,@mark1321
This video stops at 20mins n 29 seconds,[],2022-07-25T14:05:52Z,@mark1321
🙏 god i wanna know tooo,[],2022-07-25T13:58:26Z,@mark1321
Go on Joe I'm bored let's get a bit of iron Mike Tyson nostalgia the true heavyweight goat unless anyone else thinks a Lewis or a Ali or a Dempsey or Johnson man I love cus d'amato,[],2022-07-25T13:45:35Z,@mark1321
10:17 YOU GOT KNOCK TF OUT,[],2022-07-25T02:22:05Z,@raycarter6255
6:17 sledgehammer maan 😂😂🤣 BLOORD CLOTTT,[],2022-07-24T19:53:19Z,@Kill--alllll---IDF
Don King really was a POS,[],2022-07-19T11:06:01Z,@Cryptosifu
"Best boxer ever period. Hardest hit in history. The bronze bomber is not in the same realm. Tysons hit is way harder
 That hook is nasty.",[],2022-07-12T23:11:22Z,@RICHIE_RICH89
"Great vid, however, I have one suggestion: delete Stephen A’s and Brendan Schaub’s dipshit voices from documentary.",[],2022-07-11T05:05:42Z,@LA_BIÈRE_CHAUD
Mike is the greatest  the goat  word is bond,['🤣🤣🤣🤣'],2022-07-06T14:44:12Z,@jonathanwalker1495
로이기븐슨 매우못생겼다.Tayson을 망친 여자다.,[],2022-07-05T21:19:41Z,@최정숙-y2f
This is just gladiators version 2,[],2022-07-05T00:55:36Z,@TheGnarTube
09:08 Looks like a dive to me.....Just to be clear I am a huge Mike Tyson fan but that looked strange to me.,[],2022-06-29T13:01:18Z,@gregbell8968
I threw up when Mike hit dude and he took a knee like hell no,[],2022-06-29T03:36:49Z,@Krabinator79
Why do you change the aspect ratio of the videos? It distorts everything,[],2022-06-28T18:01:26Z,@GrislyAtoms12
13:15 she wants to know how she fell in love with Mike(haha) digger gold,['Gold digger'],2022-06-26T05:44:39Z,@petermapp5988
Robin must fall ill everytime she realizes just how loved and popular and relevant Mike Tyson is....and that is often,[],2022-06-26T05:28:58Z,@petermapp5988
"I was at the fight in Atlantic City at the old Atlantis! And just like the other Atlantis, it no longer exists...",[],2022-06-20T01:43:47Z,@markprice2225
"Anyone else find themselves watching Joseph Vincent videos over & over again, just cause they're too lazy to change the settings on the auto play? I mean I'm not gonna turn off a Michael Jordan video ever Right???",[],2022-06-20T01:39:09Z,@markprice2225
9:04 that smooth dodging over there  it’s just godly wtf. Man was like the Flash.,[],2022-06-13T13:16:56Z,@4evasupreme564
ty joe v,[],2022-06-10T00:52:30Z,@Yakuo
4:20 Sheesh would’ve collapsed my lungs with that 😂💀,[],2022-05-30T15:46:43Z,@SBMMBOOGIE
4:20 Sheesh would’ve collapsed my lungs with that 😂💀,[],2022-05-30T15:46:39Z,@SBMMBOOGIE
4:20 sheeeeesh would’ve collapsed my fucking lungs with that 😂💀,[],2022-05-30T15:46:13Z,@SBMMBOOGIE
"2:32 met this white guy, he was strange, a little odd, and he started saying things ""wow, you could be the greatest fighter ever lived""",[],2022-05-28T22:33:21Z,@jc4388
If it wasn’t for don king and that c*nt I honestly believe he would have went down as the greatest heavyweight ever,[],2022-05-28T03:01:29Z,@Trekceffej
"Tyson is a fucking honest saint, yes he hits the faith out of you and a second later punches the lord right back in your skull. But if you hear him now talking about his life, no showoff like a mcgregor or shit.  Just a plain old man telling you that fighting doesn't solve anything. No boxer of this era could take him in his prime.",[],2022-05-28T02:59:09Z,@EdinOtisW
Jesus young Mike was overpowered god had to nerf him lol,[],2022-05-26T16:41:16Z,@dataexpunged69
Nice unskippable two 20 second ads at the start nice for wasting 40 precious seconds of my day,[],2022-05-24T18:33:10Z,@freddiefuidge6334
"The best fighter of ALL time.
Acknowledged by the greatest of ALl time.
Nothing but love, respect and admiration for these 2 legends❤️",[],2022-05-23T15:09:59Z,@G.lazaridis1993
The only bad thing was after Cus he teamed up with money hungry “only in America!”scumbag,[],2022-05-19T15:18:03Z,@theone6891
Yo yo,[],2022-05-16T01:22:11Z,@jadedcarton
Mike would have been undefeated if he had the right people beside him,[],2022-05-14T06:17:49Z,@murry789
Why where vintage boxing gloves so big and modern boxing gloves are small,['That is why all his victims where not killed'],2022-05-02T19:44:49Z,@gavinfox1678
9:40 IM DEAD,[],2022-04-30T03:52:00Z,@god_trouble_305
Man just look at Don King the leech after Tyson won his first title. Absolute scumbag,[],2022-04-30T02:38:22Z,@tonybleau6219
"My god those fucking neck rolls are making me cringe! What a true beast 💪

Pound for pound the best boxer ever. In his prime, he could have beaten any version of any fighter ever.",[],2022-04-30T02:31:42Z,@tonybleau6219
6:03,[],2022-04-25T20:03:06Z,@Spacemanfilms2002
"when he was 20, he already in WBC lmao. When i was 20, still doing shet job with low salary and thin af 50+ kg",[],2022-04-24T12:53:49Z,@DeBattousai
GET HIM A STRAIGHT JACKET!!!!!,[],2022-04-24T00:46:53Z,@SealAngel
Mike you  and Bruce Lee are my personal favorites if I could get as big as you and nock dudes out I'm 1 to 4 punches or preform the 1 inch punch I would die a happy man,[],2022-04-23T17:45:06Z,@tysongiesbrecht1502
He came to the top from nothing Robin was his biggest mistake love you brother  from another mother,[],2022-04-23T17:36:32Z,@tysongiesbrecht1502
Anybody hear after the JetBlue incident,[],2022-04-21T23:55:42Z,@ClubZoom
Lenox at his prime would have never beat Tyson in his prime. Facts,[],2022-04-18T13:28:23Z,@KingKong187911
danny long is baaaaaa oh,[],2022-04-18T08:58:47Z,@Mark-si2wf
Had his moments ..not in the top 10 heavyweights OAT...though.,[],2022-04-18T05:51:06Z,@blazerk.7189
Not only did he have insane power but he had the speed to go with it and was big but agile and fast asf with great head and body movement. He also possessed very high IQ and knew when to step on the gas and when to take his shots. I think he would run through fighters today pretty easily imo he was that good,[],2022-04-17T11:21:11Z,@willthomas5953
Everbody have a plan until they got hit :),[],2022-04-15T06:21:07Z,@stevanmilenkovic8843
Hearing that phil Collins song when he came out as champ gave me chills,[],2022-04-12T17:09:38Z,@cade2206
mike has great spirit.......he is a role model to human,[],2022-04-11T14:37:52Z,@Jenglee922
TysOn😳👏👏👏,[],2022-04-07T16:19:16Z,@adamboruc6754
That's a Good Guy,[],2022-04-05T15:49:17Z,@522indigo
That's that Mike Tyson that's My friend,[],2022-04-05T15:46:17Z,@522indigo
Yoo who is the commentatorI like her in the ring,[],2022-04-05T15:41:59Z,@522indigo
Segregated Ghetto I like that,[],2022-04-05T15:40:34Z,@522indigo
OK Who said sad too busy to be SaD,[],2022-04-05T15:39:37Z,@522indigo
never bored to watch mike tyson's career,[],2022-04-05T09:38:49Z,@meruem3502
🏃🏃🏃🥊🎯😂🐆🐆🐆🐆🏃,[],2022-04-04T16:04:04Z,@manuelordones4002
Astro del Box Mundial,[],2022-04-04T16:03:52Z,@manuelordones4002
.,[],2022-04-04T14:03:48Z,@prdonovan
😂,[],2022-03-30T08:42:56Z,@arijannuhiu5031
when trump vouches for someone.. a good friend of don king's btw.,[],2022-03-28T19:24:48Z,@faunbudweis
He was doing great till black folk got ahold of him lol.,[],2022-03-27T03:55:39Z,@HellhammerSS
👍,[],2022-03-23T13:51:48Z,@imranabbasi7871
you are absolutly,[],2022-03-22T22:36:35Z,@achrafmeskouri5327
"9:48 did that even hit or was that guy like ""nope"" lol
10:21 holy shit what a combo
10:45 after that guy is knocked the fck out, its funny how the ref keeps counting like hes going to stand up lmao",[],2022-03-16T06:50:10Z,@SteadfastHero
Respekt tyson,"['""Respekt""u got BABY vibes from CASH MONEY RECORDS....']",2022-03-10T20:51:11Z,@iliesemeniuc4089
Mc of boxing,[],2022-03-06T13:19:07Z,@mtgb-pu8vl
Vincent didn't need to put that clip of Mike flipping out at the end. He has mellowed with age and seems to be a decent & down to earth character in recent years.,['u took the words right outta my mouth.... Tyson is a stand up human being....'],2022-03-06T03:42:15Z,@kennethedwards3936
"The truth is, Holyfield was a dirty fighter.",[],2022-03-06T03:33:24Z,@kennethedwards3936
Mike tyson was 1 bad man when he got in that ring her fucked everybody up!,[],2022-03-06T01:26:26Z,@ianhannible7284
PSALMS 37:2 Fret not thyself  because of evildoers  neither be thou  envious against the workers of  iniquity  May God bless everyone ✝️🙏,[],2022-03-06T01:05:35Z,@xaviermadison2055
"Bapa, if you could edit-out the 2 seconds of Brendan Schaub @ 10:44-10:46, this would be the perfect doc!",[],2022-02-27T10:20:57Z,@bbeckham7165
He shouldve been fighting 3 guys a Match...,[],2022-02-24T04:51:54Z,@nothingbtfacts1505
The boy who became the scariest hardest hitter in boxing and of the legends in the game,[],2022-02-23T23:55:38Z,@lightninggaming016
The guy who’s holding on Tyson face and then kiss him on the mouth that’s a big pause homie looks suspect ‼️💀💀💀💀💀🤣,[],2022-02-22T22:41:35Z,@Nastydealerr
"I swear, the first ad I see After clicking on the video was a Tyson chicken add",[],2022-02-20T06:26:21Z,@jaywakk349
His Punches 🤯🤯🤯,[],2022-02-19T23:44:07Z,@LVP010
Gladiator!,[],2022-02-19T04:49:34Z,@donaldsmith4986
"Tyson will always be an enigma to me. He had vast potential that was glimpsed but never fully reached. He, like Marciano, never really had a prime since his greatest heights as a boxer was before the age of 21 and against the 2nd tier of elite heavyweight boxers of the time. By the time he faced the true greats of his era he was a shell of his former self.

A wonderful career forever marred by what ifs...",[],2022-02-08T23:53:21Z,@LorolinAstori
Can someone please tell me the movie name from 18:00 ?          P.s. Mike is the greatest,[],2022-02-01T18:18:42Z,@19stoned90
That ref was on the fix,[],2022-01-27T20:12:24Z,@IRISHMANBKFC
This was a gem...can watch Mike's life story several times over. Its nothing less than a blockbuster...infact much better.,[],2022-01-24T13:38:11Z,@saurabhmamgain8793
"It seems to me as though Mike Tyson's life was scripted, his childhood, as well as his boxing career. At one point he said that Cus summoned him up🤔. Look at some of his fights and it looks like some of them took a dive. Boxing was on its last breath before Mike came along, right on time.",[],2022-01-13T11:10:44Z,@stacyperkins3567
"“That heavy metal sound playing as the world champion comes in”

Track: Phil Collins",[],2022-01-10T05:57:06Z,@gwydionml6479
This is MAGA Trump country. Tyson era.,[],2022-01-08T07:00:31Z,@rrtds9378
watched on 05 january 2022,[],2022-01-05T10:14:03Z,@kshitijchoudhary3688
Dude named danny long hahaha,[],2022-01-02T15:26:30Z,@rockoytheman9453
Майк Тайсон - это эпоха!!! 🥊,[],2022-01-02T00:19:40Z,@РыбачокНовичок-ш9и
Fuck don king. He singlehandedly destroyed Mike Tyson,[],2021-12-31T06:26:58Z,@michaelbronson7410
the person that knocked mike tyson out is scary asf 😂,[],2021-12-27T00:38:07Z,@creatorsgt1903
Great stuff,[],2021-12-24T16:41:16Z,@christopherferranti1294
Fight vs Douglas count was definitely too long and didn’t even make him put his gloves up. He started getting up at 9 and said he’s fine,[],2021-12-23T15:24:47Z,@buhnik1815
"Jake Paul got Melatonin in them Gloves 
🥊🥊vs💥🤣",[],2021-12-19T20:38:04Z,@brandonahmed7459
"""If you blink in the first round you'll probably miss a Mike Tyson fight.""
Well said",[],2021-12-19T08:27:07Z,@HelpMeReachsubsWithoutAV-kg1ry
Most dangerous boxer ever,[],2021-12-15T06:19:35Z,@SikoTyson
Ali was the greatest of all the time not mike because he bow on Ali so yeah he ain’t the greatest but he’s the great,[],2021-12-11T10:07:57Z,@justinkb6693
IRON MIKE ( MY OPINION) MOST POWERFUL HEAVYWEIGHT OF ALL TIME - A SUPER POWERHOUSE “,[],2021-12-08T09:21:12Z,@alanrosenberg2857
6:57 Mike tyson did it before Khaby 😂😂,[],2021-12-08T07:22:44Z,@jigsawrally4687
Joseph Vincent one  of the  Big Shot,[],2021-11-30T11:27:14Z,@bigl2281
That right at 7:27 smh,[],2021-11-27T19:11:15Z,@gordonworth5461
mike came to england came out onto the balcony high up to greet his fans.......all his fans was blacks.....all of them,[],2021-11-26T03:09:55Z,@mickronson8672
It dawns on me that Tyson did not fight the most impressive fighters and the greats he did fight he lost to.,[],2021-11-25T12:00:46Z,@optimal8155
Robin and Don truly fucked Mike,[],2021-11-23T16:22:28Z,@AdmiralPureBlood
"Will always be the greatest of all time, periodt",[],2021-11-21T04:34:23Z,@EzekielMS
"Sir Tyson , wonderkid fenomenal , brought action to our lives , stil is a great guy , grown a lot and stil is .",['Still'],2021-11-15T16:54:05Z,@HeelalGoeroe
When the did interviews with cus & Mike together at the same time you could see cus glowing as he talked about his son Mike and Mike looking back with so much love in his eyes so when cus pasted a piece of  Mike died that day and he wasn't the same he lost the 1 person who loved him and he loved back and he was a young kid we forget that because he was a fighter what he can't feel pain well sometimes the warrior feels the most pain but keeps it inside so they so no weakness instead they show anger.,[],2021-11-14T23:15:08Z,@josephmiller9424
"All the heavyweight champions of all time would not have survived a young Mike Tyson. I am confident in saying that. Not Ali, not Jack Johnson, not Frazier, not Marciano, not Joe Louis, and not any of the bigger heavyweights of today. None had the jaw that would have survived Tyson's ferocious left hook.",[],2021-11-14T01:55:17Z,@exfolios
